cust,ma_fem_dv,ages,zon_hlv
M540464992,남성,40대,Z16
M540491374,여성,70대,Z04
M540506268,남성,50대,Z14
M540532824,여성,30대,Z10
M540546804,남성,40대,Z14
M540554040,여성,50대,Z17
M540600430,여성,50대,Z10
M540601655,남성,30대,Z17
M540615696,여성,20대,Z11
M540632328,여성,50대,Z10
M540649055,여성,30대,Z10
M540662998,남성,50대,Z14
M540663595,여성,40대,Z04
M540690987,여성,60대,Z10
M540694513,여성,50대,Z16
M540731063,여성,50대,Z16
M540775338,남성,30대,Z17
M540872667,남성,30대,Z10
M540909369,남성,40대,Z10
M540963415,여성,40대,Z06
M541010338,여성,40대,Z15
M541039376,여성,40대,Z13
M541145067,여성,40대,Z17
M541148143,남성,30대,Z04
M541239680,여성,60대,Z10
M541241248,남성,30대,Z17
M541250928,여성,50대,Z17
M541261056,여성,40대,Z10
M541273341,여성,20대,Z10
M541316539,여성,40대,Z01
M541414221,여성,20대,Z16
M541462455,남성,20대,Z14
M541508020,여성,40대,Z10
M541553009,여성,30대,Z10
M541598503,여성,50대,Z17
M541663654,여성,30대,Z11
M541684027,남성,20대,Z08
M541723763,남성,40대,Z10
M541750857,여성,30대,Z08
M541782102,남성,70대,Z03
M541798541,여성,50대,Z10
M541799190,남성,30대,Z10
M541811093,여성,40대,Z13
M541815440,여성,60대,Z16
M541906636,여성,70대,Z10
M541983769,남성,50대,Z09
M542006779,남성,20대,Z17
M542070216,남성,30대,Z17
M542116321,남성,30대,Z08
M542138606,여성,50대,Z04
M542153769,남성,30대,Z07
M542156688,남성,20대,Z11
M542194578,여성,30대,Z10
M542199635,남성,60대,Z16
M542238249,여성,60대,Z06
M542247237,남성,60대,Z03
M542261570,여성,30대,Z17
M542264283,남성,30대,Z10
M542286880,여성,40대,Z12
M542290893,남성,30대,Z04
M542324199,남성,30대,Z17
M542362791,여성,50대,Z04
M542368901,여성,40대,Z16
M542405470,남성,30대,Z13
M542460712,여성,50대,Z17
M542470408,여성,30대,Z10
M542511715,남성,30대,Z17
M542513593,여성,40대,Z10
M542521692,여성,30대,Z17
M542641662,여성,60대,Z16
M542655325,여성,20대,Z04
M542703812,남성,50대,Z08
M542715766,여성,40대,Z11
M542741758,여성,50대,Z10
M542769989,남성,30대,Z15
M542775436,여성,30대,Z08
M542814763,남성,50대,Z17
M542868950,남성,30대,Z10
M542872319,여성,40대,Z08
M542880486,여성,50대,Z10
M542886451,남성,20대,Z13
M542951365,여성,20대,Z15
M543014243,여성,30대,Z10
M543017358,여성,50대,Z04
M543052329,여성,20대,Z16
M543167518,여성,30대,Z10
M543184192,남성,70대,Z10
M543233941,여성,50대,Z16
M543262142,여성,60대,Z17
M543270848,여성,40대,Z06
M543282696,남성,50대,Z08
M543287054,여성,40대,Z10
M543318838,여성,40대,Z12
M543401064,남성,30대,Z05
M543442049,여성,30대,Z17
M543454746,여성,30대,Z04
M543457581,여성,20대,Z15
M543529847,남성,40대,Z15
M543535325,남성,40대,Z10
M543581437,여성,50대,Z17
M543605467,남성,30대,Z05
M543660666,남성,30대,Z06
M543666965,남성,70대,Z17
M543679595,여성,20대,Z10
M543680242,남성,20대,Z17
M543693843,남성,50대,Z13
M543701443,여성,50대,Z16
M543731711,여성,30대,Z10
M543737993,여성,30대,Z04
M543747277,여성,30대,Z10
M543753013,여성,60대,Z11
M543830283,여성,30대,Z10
M543844258,여성,40대,Z06
M543864379,여성,50대,Z16
M543905753,남성,40대,Z10
M543919957,여성,20대,Z10
M543938728,여성,30대,Z10
M543941513,남성,40대,Z10
M543985984,여성,30대,Z03
M543999421,여성,50대,Z17
M544007035,여성,50대,Z17
M544025433,남성,40대,Z10
M544027742,여성,30대,Z06
M544027838,남성,20대,Z05
M544040171,남성,20대,Z15
M544094815,여성,30대,Z11
M544098079,여성,20대,Z10
M544099027,여성,50대,Z10
M544108661,남성,40대,Z10
M544119374,여성,50대,Z10
M544154673,여성,30대,Z16
M544173408,여성,40대,Z10
M544201308,여성,50대,Z13
M544221880,여성,30대,Z10
M544233576,여성,30대,Z11
M544266677,여성,20대,Z10
M544298349,남성,20대,Z13
M544308673,여성,40대,Z10
M544311959,남성,40대,Z10
M544340024,여성,60대,Z11
M544373042,여성,40대,Z06
M544426698,남성,30대,Z11
M544463579,여성,20대,Z10
M544465224,남성,50대,Z16
M544570827,남성,30대,Z11
M544591031,남성,30대,Z12
M544648848,여성,50대,Z10
M544735899,여성,70대,Z16
M544795241,여성,30대,Z12
M544851284,여성,30대,Z10
M544863094,남성,40대,Z09
M544935999,여성,20대,Z17
M544964240,여성,40대,Z10
M544975395,여성,30대,Z17
M544979116,여성,50대,Z14
M545043515,여성,40대,Z04
M545074186,남성,50대,Z14
M545095349,여성,30대,Z10
M545113921,여성,20대,Z16
M545126488,여성,30대,Z04
M545135785,남성,30대,Z10
M545143893,남성,40대,Z16
M545221593,여성,30대,Z16
M545248571,여성,30대,Z04
M545254597,여성,60대,Z04
M545314003,여성,30대,Z17
M545347852,여성,30대,Z11
M545352253,남성,40대,Z10
M545444700,여성,40대,Z16
M545475160,여성,30대,Z10
M545524329,여성,60대,Z06
M545582720,남성,50대,Z17
M545617416,여성,30대,Z17
M545634703,여성,20대,Z16
M545673489,남성,40대,Z17
M545687865,남성,30대,Z10
M545702747,여성,30대,Z10
M545827385,여성,40대,Z17
M545868798,남성,40대,Z06
M545885926,남성,40대,Z12
M545976064,여성,30대,Z17
M546022803,남성,60대,Z17
M546038197,남성,50대,Z16
M546038975,여성,60대,Z17
M546072410,여성,40대,Z17
M546087834,남성,50대,Z08
M546095031,여성,30대,Z17
M546151085,남성,40대,Z05
M546154047,여성,20대,Z11
M546171208,여성,30대,Z04
M546253959,여성,50대,Z17
M546266129,여성,60대,Z17
M546326313,여성,30대,Z14
M546343509,여성,20대,Z11
M546399641,남성,40대,Z17
M546402650,여성,40대,Z06
M546407981,여성,30대,Z10
M546421477,남성,40대,Z17
M546474220,남성,50대,Z15
M546513832,남성,40대,Z17
M546609869,여성,50대,Z17
M546715034,여성,40대,Z12
M546752252,여성,30대,Z10
M546753553,남성,60대,Z07
M546765446,여성,30대,Z04
M546798182,여성,40대,Z16
M546817789,여성,40대,Z16
M546865339,남성,30대,Z14
M546873361,남성,40대,Z11
M546912415,여성,20대,Z12
M546991102,남성,50대,Z17
M546999033,여성,50대,Z17
M547026846,남성,30대,Z17
M547059331,여성,30대,Z08
M547086261,여성,40대,Z11
M547126118,남성,50대,Z11
M547153897,여성,40대,Z16
M547196309,남성,30대,Z16
M547219462,여성,60대,Z17
M547270605,남성,30대,Z10
M547318357,여성,40대,Z10
M547337385,남성,50대,Z17
M547363740,여성,50대,Z10
M547381704,여성,50대,Z16
M547437991,남성,30대,Z13
M547480817,여성,50대,Z10
M547486357,남성,40대,Z06
M547497044,남성,50대,Z10
M547554562,여성,40대,Z10
M547599920,여성,50대,Z13
M547610610,여성,40대,Z01
M547650324,여성,60대,Z04
M547671414,남성,20대,Z17
M547703513,여성,20대,Z10
M547716867,여성,20대,Z10
M547743574,남성,30대,Z04
M547781059,여성,50대,Z17
M547824153,여성,30대,Z10
M547880508,여성,40대,Z17
M547882057,여성,40대,Z17
M547908474,남성,40대,Z17
M547960152,남성,30대,Z17
M547974560,남성,50대,Z15
M548005780,남성,40대,Z16
M548033955,여성,30대,Z09
M548079616,여성,50대,Z04
M548138466,여성,50대,Z17
M548295217,남성,40대,Z16
M548297963,여성,30대,Z10
M548365792,여성,60대,Z10
M548392751,여성,50대,Z10
M548452721,여성,30대,Z10
M548460991,남성,40대,Z11
M548492157,여성,30대,Z17
M548492415,여성,40대,Z17
M548543865,남성,40대,Z17
M548590587,남성,50대,Z17
M548611406,남성,30대,Z10
M548637732,여성,50대,Z11
M548677944,남성,30대,Z10
M548867801,여성,20대,Z10
M548879938,여성,70대,Z16
M548916050,남성,40대,Z10
M548917403,여성,40대,Z17
M548918810,남성,40대,Z09
M548939959,남성,20대,Z07
M548952537,여성,30대,Z16
M548983113,남성,30대,Z04
M549012527,남성,20대,Z01
M549027174,여성,30대,Z17
M549033172,여성,40대,Z06
M549041406,여성,30대,Z04
M549080139,여성,40대,Z14
M549091847,남성,40대,Z10
M549233825,여성,40대,Z17
M549295883,여성,50대,Z12
M549322525,여성,40대,Z16
M549334460,여성,40대,Z16
M549342053,남성,60대,Z06
M549366564,여성,30대,Z11
M549395335,남성,40대,Z17
M549398803,여성,50대,Z14
M549407461,남성,30대,Z17
M549416027,여성,30대,Z10
M549423780,남성,20대,Z17
M549531885,여성,40대,Z17
M549551140,여성,30대,Z10
M549598435,여성,50대,Z04
M549643749,여성,40대,Z17
M549675327,남성,30대,Z06
M549705705,남성,30대,Z14
M549735911,남성,40대,Z10
M549777461,여성,20대,Z17
M549796774,여성,40대,Z10
M549816527,남성,20대,Z10
M549896398,여성,60대,Z03
M549897905,여성,20대,Z08
M549907021,남성,20대,Z14
M549915345,여성,20대,Z01
M549951590,여성,40대,Z10
M549966448,여성,40대,Z01
M550015775,남성,40대,Z10
M550041858,여성,50대,Z17
M550121299,여성,30대,Z17
M550123431,여성,30대,Z17
M550221650,여성,30대,Z10
M550226445,여성,60대,Z10
M550263442,여성,40대,Z17
M550292151,남성,70대,Z13
M550347929,여성,40대,Z12
M550433259,여성,40대,Z10
M550437501,남성,60대,Z10
M550487438,남성,30대,Z08
M550488481,여성,30대,Z10
M550522573,남성,30대,Z10
M550537941,여성,40대,Z10
M550569270,남성,50대,Z10
M550591171,남성,50대,Z17
M550688725,여성,50대,Z10
M550713329,여성,30대,Z10
M550739463,남성,40대,Z14
M550775976,여성,50대,Z17
M550841300,여성,40대,Z15
M550899316,여성,40대,Z10
M551012032,남성,60대,Z04
M551024958,남성,20대,Z10
M551036531,여성,50대,Z08
M551050798,여성,40대,Z10
M551072457,여성,50대,Z09
M551103527,남성,40대,Z10
M551116754,남성,30대,Z08
M551132923,여성,40대,Z17
M551134088,남성,30대,Z11
M551137863,여성,40대,Z10
M551179116,여성,40대,Z08
M551190153,남성,40대,Z17
M551197787,남성,40대,Z03
M551301992,여성,20대,Z10
M551336727,여성,40대,Z10
M551360333,여성,40대,Z17
M551399500,남성,70대,Z10
M551416446,여성,60대,Z17
M551427869,여성,30대,Z11
M551437813,여성,30대,Z17
M551449957,여성,40대,Z10
M551460328,남성,40대,Z17
M551514606,여성,60대,Z13
M551565765,여성,30대,Z10
M551637038,남성,60대,Z17
M551639870,여성,20대,Z04
M551652171,남성,30대,Z10
M551691552,여성,40대,Z13
M551704857,여성,40대,Z11
M551725020,남성,50대,Z17
M551748413,남성,20대,Z04
M551873056,여성,60대,Z17
M551897413,여성,50대,Z17
M551905835,여성,40대,Z11
M551912712,여성,20대,Z04
M551939528,남성,30대,Z17
M551962309,여성,50대,Z09
M551977725,여성,30대,Z13
M552005702,남성,40대,Z01
M552013334,여성,20대,Z10
M552048151,여성,20대,Z09
M552058646,여성,40대,Z13
M552073499,여성,50대,Z10
M552105909,여성,40대,Z10
M552143846,남성,40대,Z09
M552145990,남성,40대,Z17
M552149461,남성,20대,Z17
M552157691,여성,50대,Z09
M552197723,여성,40대,Z04
M552219271,여성,50대,Z10
M552247166,여성,50대,Z10
M552262709,여성,40대,Z17
M552309965,남성,30대,Z10
M552322840,여성,50대,Z10
M552424172,여성,60대,Z10
M552484136,남성,40대,Z17
M552585249,남성,30대,Z17
M552589623,여성,40대,Z04
M552590070,남성,40대,Z17
M552595013,여성,50대,Z01
M552623425,여성,50대,Z10
M552638745,남성,40대,Z16
M552646778,여성,40대,Z10
M552676439,여성,30대,Z10
M552704426,여성,40대,Z13
M552707728,여성,20대,Z10
M552717888,여성,60대,Z17
M552719950,남성,20대,Z16
M552720866,남성,50대,Z11
M552732718,여성,40대,Z17
M552768131,여성,50대,Z09
M552806075,남성,60대,Z17
M552814516,남성,30대,Z17
M552862215,여성,30대,Z17
M552902613,여성,40대,Z11
M552927798,남성,20대,Z17
M552978384,여성,30대,Z17
M553035746,남성,40대,Z08
M553061606,여성,40대,Z17
M553062000,여성,40대,Z12
M553103728,여성,50대,Z10
M553110999,여성,30대,Z17
M553128609,여성,30대,Z15
M553131477,남성,30대,Z10
M553209942,여성,40대,Z05
M553292679,남성,30대,Z10
M553326511,남성,50대,Z03
M553328578,여성,20대,Z10
M553347688,여성,30대,Z11
M553381461,여성,60대,Z10
M553397592,여성,50대,Z16
M553438594,여성,30대,Z10
M553457011,남성,30대,Z17
M553468418,여성,60대,Z17
M553479889,여성,30대,Z13
M553501259,여성,70대,Z13
M553514474,여성,40대,Z17
M553539300,여성,20대,Z04
M553594462,여성,30대,Z10
M553674064,여성,50대,Z10
M553702665,남성,50대,Z12
M553736639,여성,50대,Z10
M553752204,남성,30대,Z04
M553792924,여성,50대,Z17
M553811745,여성,30대,Z10
M553821517,여성,30대,Z10
M553844316,여성,40대,Z17
M553851952,여성,60대,Z11
M554010891,남성,30대,Z16
M554013094,여성,20대,Z10
M554090643,여성,40대,Z05
M554120467,남성,40대,Z10
M554164831,여성,40대,Z10
M554180891,남성,30대,Z10
M554185955,여성,40대,Z06
M554250249,여성,40대,Z17
M554252733,여성,50대,Z15
M554295719,남성,60대,Z11
M554327192,여성,50대,Z11
M554356154,여성,50대,Z16
M554361496,남성,30대,Z17
M554405254,여성,50대,Z12
M554410659,남성,30대,Z17
M554554077,여성,30대,Z16
M554573931,여성,50대,Z17
M554663251,여성,50대,Z17
M554693971,여성,40대,Z10
M554711945,여성,60대,Z14
M554713411,여성,30대,Z11
M554778574,여성,50대,Z06
M554979833,여성,30대,Z10
M555023275,여성,30대,Z11
M555060880,여성,30대,Z10
M555086239,여성,60대,Z06
M555105471,여성,30대,Z06
M555128879,남성,40대,Z17
M555145390,남성,30대,Z17
M555150960,남성,30대,Z11
M555162156,남성,30대,Z04
M555162980,여성,30대,Z10
M555171132,여성,50대,Z10
M555242794,남성,30대,Z16
M555341712,여성,30대,Z16
M555370824,여성,70대,Z10
M555386846,여성,30대,Z08
M555426290,남성,50대,Z17
M555439355,여성,40대,Z10
M555502488,여성,40대,Z08
M555634783,남성,40대,Z10
M555660410,여성,30대,Z09
M555691097,여성,40대,Z10
M555708929,여성,40대,Z17
M555714856,여성,40대,Z17
M555730969,여성,50대,Z10
M555845525,여성,40대,Z11
M555904438,여성,60대,Z10
M555905594,여성,70대,Z17
M556048284,여성,50대,Z15
M556065142,여성,30대,Z11
M556097968,여성,40대,Z16
M556123556,여성,60대,Z10
M556228682,남성,40대,Z04
M556238011,남성,70대,Z10
M556272319,남성,30대,Z16
M556337529,여성,50대,Z04
M556347395,여성,40대,Z10
M556390885,여성,40대,Z17
M556402411,여성,50대,Z12
M556453094,여성,40대,Z08
M556467497,남성,30대,Z10
M556494467,남성,30대,Z13
M556510386,여성,30대,Z16
M556547432,여성,40대,Z17
M556606907,여성,50대,Z04
M556624164,여성,40대,Z10
M556678594,여성,40대,Z06
M556693964,여성,50대,Z10
M556767029,남성,30대,Z12
M556798386,여성,60대,Z17
M556829114,여성,40대,Z10
M556832230,남성,30대,Z10
M556872168,남성,30대,Z16
M556896683,남성,40대,Z08
M556900847,여성,40대,Z10
M556903572,남성,40대,Z17
M556916622,여성,40대,Z10
M556918652,남성,70대,Z17
M556921028,남성,40대,Z17
M556949361,여성,70대,Z06
M557010626,여성,30대,Z17
M557086384,남성,20대,Z04
M557146005,남성,40대,Z17
M557151672,여성,50대,Z01
M557157172,남성,60대,Z11
M557178913,여성,30대,Z11
M557218899,여성,20대,Z05
M557238681,남성,50대,Z09
M557294676,여성,40대,Z10
M557319676,여성,40대,Z11
M557416876,여성,40대,Z12
M557452739,여성,30대,Z08
M557462155,여성,20대,Z10
M557542676,여성,30대,Z06
M557560185,여성,30대,Z10
M557567409,여성,40대,Z06
M557607301,남성,40대,Z17
M557630387,여성,30대,Z10
M557657519,여성,60대,Z10
M557694549,남성,30대,Z17
M557704181,여성,20대,Z12
M557730211,여성,50대,Z09
M557732425,여성,50대,Z07
M557747172,남성,30대,Z17
M557753362,여성,40대,Z10
M557777203,남성,50대,Z10
M557786648,여성,50대,Z10
M557812896,여성,30대,Z16
M557822429,여성,50대,Z17
M557826490,여성,40대,Z11
M557850135,남성,30대,Z13
M557855741,여성,40대,Z10
M558005763,여성,30대,Z04
M558041623,여성,60대,Z06
M558050715,남성,50대,Z04
M558051641,여성,40대,Z17
M558059852,여성,60대,Z10
M558154713,남성,50대,Z10
M558156427,여성,40대,Z12
M558221027,여성,50대,Z10
M558228133,여성,20대,Z17
M558265220,남성,50대,Z17
M558296964,남성,30대,Z17
M558315215,여성,50대,Z06
M558339405,남성,30대,Z11
M558365828,여성,40대,Z05
M558429961,남성,40대,Z10
M558432325,여성,30대,Z15
M558461402,남성,20대,Z17
M558464719,여성,50대,Z17
M558529253,남성,20대,Z05
M558551179,여성,40대,Z17
M558587643,여성,40대,Z08
M558655185,여성,50대,Z10
M558692172,여성,50대,Z09
M558704000,여성,40대,Z11
M558790739,여성,40대,Z16
M558895673,여성,30대,Z17
M558914178,여성,30대,Z16
M558976641,여성,40대,Z10
M558997510,여성,50대,Z10
M559009474,여성,70대,Z17
M559019053,여성,40대,Z09
M559034937,여성,50대,Z10
M559097269,남성,20대,Z05
M559116465,여성,40대,Z16
M559120438,여성,50대,Z07
M559195401,남성,30대,Z17
M559209689,여성,40대,Z11
M559223384,여성,20대,Z10
M559317193,남성,40대,Z11
M559318235,여성,30대,Z10
M559340475,남성,40대,Z03
M559358548,여성,50대,Z17
M559360760,남성,40대,Z11
M559377745,여성,40대,Z04
M559467064,남성,60대,Z04
M559467910,여성,30대,Z08
M559475749,여성,30대,Z10
M559489668,여성,40대,Z02
M559504689,남성,40대,Z17
M559508510,남성,40대,Z16
M559511301,여성,30대,Z15
M559528576,여성,50대,Z10
M559557584,여성,50대,Z10
M559559064,여성,30대,Z04
M559587345,여성,30대,Z10
M559598030,여성,30대,Z07
M559611747,여성,40대,Z10
M559679683,남성,30대,Z17
M559778235,여성,30대,Z17
M559802814,여성,40대,Z17
M559833735,남성,40대,Z17
M559876279,여성,40대,Z16
M559885446,여성,40대,Z10
M559908773,여성,60대,Z16
M559915189,남성,20대,Z11
M559959992,여성,30대,Z13
M560002381,남성,40대,Z17
M560023501,남성,30대,Z17
M560057332,여성,60대,Z17
M560108351,여성,30대,Z17
M560129002,여성,50대,Z04
M560240871,여성,40대,Z17
M560327349,남성,30대,Z11
M560336239,여성,70대,Z14
M560360259,여성,40대,Z04
M560394889,여성,30대,Z10
